Time,sensorLL,sensorCL,sensorCR,sensorRR,motorL,motorR
12256.0,33.0,32.0,46.0,32.0,90.0,30.0
12298.0,33.0,34.0,64.0,32.0,90.0,30.0
12340.0,34.0,42.0,42.0,32.0,10.0,100.0
12382.0,34.0,44.0,35.0,31.0,0.0,100.0
12424.0,33.0,44.0,36.0,31.0,30.0,90.0
12466.0,33.0,39.0,47.0,32.0,100.0,0.0
12507.0,33.0,35.0,112.0,33.0,90.0,30.0
12550.0,33.0,38.0,50.0,32.0,90.0,30.0
12591.0,33.0,68.0,160.0,251.0,90.0,30.0
12635.0,33.0,47.0,253.0,284.0,90.0,30.0
12679.0,33.0,32.0,33.0,32.0,90.0,30.0
12720.0,33.0,31.0,33.0,33.0,90.0,30.0
12762.0,33.0,32.0,33.0,32.0,90.0,30.0
12804.0,33.0,32.0,33.0,33.0,90.0,30.0
12845.0,33.0,31.0,33.0,31.0,90.0,30.0
12887.0,33.0,31.0,32.0,32.0,90.0,30.0
12929.0,33.0,32.0,33.0,33.0,90.0,30.0
12970.0,33.0,32.0,33.0,32.0,90.0,30.0
13012.0,35.0,32.0,32.0,32.0,90.0,30.0
13053.0,34.0,32.0,33.0,32.0,90.0,30.0
13095.0,33.0,31.0,32.0,33.0,90.0,30.0
13137.0,33.0,32.0,34.0,31.0,90.0,30.0
13177.0,33.0,32.0,33.0,33.0,90.0,30.0
13219.0,33.0,31.0,33.0,53.0,100.0,0.0
13261.0,33.0,33.0,110.0,43.0,70.0,50.0
13303.0,138.0,47.0,34.0,32.0,0.0,100.0
13346.0,33.0,32.0,33.0,32.0,0.0,100.0
13387.0,33.0,31.0,33.0,31.0,0.0,100.0
13429.0,34.0,31.0,33.0,32.0,0.0,100.0
13471.0,33.0,32.0,32.0,31.0,0.0,100.0
13512.0,34.0,31.0,32.0,32.0,0.0,100.0
13554.0,33.0,32.0,33.0,32.0,0.0,100.0
13596.0,33.0,32.0,33.0,32.0,0.0,100.0
13637.0,33.0,31.0,33.0,33.0,0.0,100.0
13679.0,34.0,31.0,33.0,32.0,0.0,100.0
13720.0,33.0,32.0,33.0,32.0,0.0,100.0
13762.0,33.0,31.0,33.0,32.0,0.0,100.0
13804.0,33.0,31.0,32.0,31.0,0.0,100.0
13845.0,33.0,32.0,33.0,32.0,0.0,100.0
13887.0,33.0,32.0,33.0,32.0,0.0,100.0
13929.0,34.0,32.0,32.0,32.0,0.0,100.0
13970.0,47.0,31.0,33.0,32.0,0.0,100.0
14012.0,49.0,44.0,34.0,33.0,50.0,70.0
14053.0,34.0,43.0,226.0,34.0,100.0,0.0
14096.0,34.0,32.0,36.0,219.0,100.0,0.0
14139.0,33.0,31.0,32.0,32.0,100.0,0.0
14180.0,33.0,32.0,33.0,33.0,100.0,0.0
14222.0,33.0,32.0,33.0,32.0,100.0,0.0
14264.0,33.0,31.0,33.0,32.0,100.0,0.0
14305.0,33.0,32.0,32.0,33.0,100.0,0.0
14347.0,33.0,31.0,32.0,33.0,100.0,0.0
14388.0,32.0,31.0,33.0,43.0,100.0,0.0
14430.0,33.0,31.0,34.0,231.0,100.0,0.0
14473.0,34.0,32.0,130.0,32.0,0.0,100.0
14515.0,35.0,51.0,36.0,32.0,0.0,100.0
14557.0,147.0,42.0,34.0,32.0,0.0,100.0
14600.0,50.0,34.0,33.0,32.0,0.0,100.0
14641.0,49.0,32.0,33.0,33.0,0.0,100.0
14683.0,44.0,32.0,33.0,32.0,0.0,100.0
14725.0,50.0,32.0,33.0,32.0,0.0,100.0
14766.0,47.0,32.0,34.0,32.0,0.0,100.0
14808.0,67.0,32.0,33.0,32.0,0.0,100.0
14849.0,50.0,32.0,34.0,32.0,0.0,100.0
14891.0,51.0,33.0,33.0,32.0,0.0,100.0
14933.0,53.0,33.0,33.0,32.0,0.0,100.0
14974.0,43.0,38.0,33.0,33.0,0.0,100.0
15016.0,34.0,46.0,34.0,32.0,100.0,0.0
15058.0,34.0,46.0,37.0,32.0,30.0,90.0
15098.0,34.0,44.0,43.0,32.0,100.0,10.0
15142.0,34.0,37.0,68.0,33.0,100.0,0.0
15182.0,34.0,35.0,157.0,33.0,90.0,30.0
15225.0,34.0,39.0,58.0,32.0,90.0,30.0
15267.0,34.0,46.0,38.0,32.0,0.0,100.0
15308.0,34.0,45.0,34.0,32.0,30.0,90.0
15350.0,34.0,44.0,34.0,32.0,30.0,90.0
15392.0,33.0,45.0,35.0,32.0,30.0,90.0
15433.0,34.0,42.0,41.0,33.0,100.0,10.0
15476.0,33.0,37.0,68.0,32.0,100.0,0.0
15517.0,33.0,39.0,53.0,32.0,90.0,30.0
15559.0,33.0,44.0,35.0,32.0,0.0,100.0
15601.0,35.0,46.0,34.0,32.0,30.0,90.0
15642.0,35.0,45.0,33.0,32.0,30.0,90.0
15684.0,36.0,45.0,34.0,32.0,30.0,90.0
15726.0,37.0,46.0,33.0,32.0,30.0,90.0
15767.0,37.0,44.0,33.0,32.0,30.0,90.0
15809.0,36.0,45.0,33.0,31.0,30.0,90.0
15850.0,35.0,44.0,34.0,32.0,30.0,90.0
15892.0,34.0,46.0,34.0,32.0,30.0,90.0
15934.0,33.0,44.0,36.0,33.0,30.0,90.0
15975.0,33.0,37.0,57.0,32.0,100.0,0.0
16017.0,33.0,32.0,100.0,32.0,90.0,30.0
16060.0,33.0,32.0,270.0,33.0,90.0,30.0
16102.0,34.0,32.0,92.0,33.0,90.0,30.0
16144.0,33.0,34.0,117.0,33.0,90.0,30.0
16186.0,34.0,41.0,45.0,32.0,10.0,100.0
16229.0,34.0,48.0,36.0,32.0,0.0,100.0
16271.0,35.0,55.0,36.0,33.0,30.0,90.0
16312.0,34.0,46.0,38.0,32.0,30.0,90.0
16354.0,34.0,46.0,39.0,33.0,30.0,90.0
16396.0,34.0,41.0,44.0,32.0,100.0,10.0
16438.0,34.0,40.0,49.0,33.0,100.0,0.0
